domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
clinical,clinical_data,biospecimen,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,The date and time when this biospecimen record was first created in the system. Supports audit trail and data lineage tracking.,"21 CFR Part 11, ICH GCP E6(R2)"
clinical,clinical_data,biospecimen,deviation_description,deviation_description,Deviation Description,STRING,,,,,master_data,"Detailed description of any protocol deviation that occurred during specimen collection, processing, or handling. Required for regulatory documentation.","ICH GCP E6(R2), 21 CFR Part 312"
clinical,clinical_data,biospecimen,fasting_status,fasting_status,Fasting Status,STRING,,,,fasting|non_fasting|unknown,master_data,Indicates whether the subject was fasting at the time of specimen collection. Critical for certain laboratory tests such as glucose and lipid panels.,"CDISC SDTM, LIMS Standard"
clinical,clinical_data,biospecimen,loinc_code,loinc_code,Logical Observation Identifiers Names and Codes (LOINC) Code,STRING,,,,,master_data,The standardized LOINC code representing the specimen type and associated test. Enables interoperability with laboratory information systems and regulatory submissions.,"LOINC, CDISC SDTM"
clinical,clinical_data,biospecimen,processing_date,processing_date,Processing Date,DATE,,,,,master_data,The date on which the specimen was processed in the laboratory. Used to track time from collection to processing for quality control.,"LIMS Standard, GLP"
clinical,clinical_data,biospecimen,processing_method,processing_method,Processing Method,STRING,,,,,master_data,"The method used to process the specimen after collection, such as centrifugation, aliquoting, or fixation. Ensures traceability of specimen handling procedures.","LIMS Standard, GLP, 21 CFR Part 58"
clinical,clinical_data,biospecimen,protocol_deviation_flag,protocol_deviation_flag,Protocol Deviation Flag,BOOLEAN,,,,,master_data,"Indicates whether the specimen collection deviated from the protocol-defined procedures. True if a deviation occurred, False otherwise.","ICH GCP E6(R2), 21 CFR Part 312"
clinical,clinical_data,biospecimen,received_date,received_date,Received Date,DATE,,,,,master_data,The date on which the specimen was received at the central laboratory or biobank. Used to verify shipment integrity and processing timelines.,"LIMS Standard, GLP"
clinical,clinical_data,biospecimen,shipment_date,shipment_date,Shipment Date,DATE,,,,,master_data,The date on which the specimen was shipped to the central laboratory or biobank. Used to track transit time and ensure cold chain compliance.,"GDP, LIMS Standard"
clinical,clinical_data,biospecimen,snomed_code,snomed_code,Systematized Nomenclature of Medicine (SNOMED) Code,STRING,,,,,master_data,The standardized SNOMED CT code representing the specimen type or anatomical source. Supports clinical terminology standardization and regulatory compliance.,"SNOMED CT, CDISC SDTM"
clinical,clinical_data,biospecimen,specimen_number,specimen_number,Specimen Number,STRING,,,,,master_data,"Unique business identifier for the biospecimen, typically a barcode or alphanumeric code assigned at collection. Used for chain-of-custody tracking and laboratory processing.","LIMS Standard, GLP, 21 CFR Part 58"
clinical,clinical_data,biospecimen,specimen_quality,specimen_quality,Specimen Quality,STRING,,,,acceptable|hemolyzed|lipemic|clotted|insufficient_volume|contaminated,master_data,Assessment of the specimen quality upon receipt or processing. Identifies any conditions that may affect assay results or specimen usability.,"LIMS Standard, GLP, 21 CFR Part 58"
clinical,clinical_data,biospecimen,specimen_status,specimen_status,Specimen Status,STRING,,,,,master_data,"The current lifecycle status of the biospecimen, indicating its stage in the collection, processing, storage, and analysis workflow. [ENUM-REF-CANDIDATE: collected|processed|stored|shipped|received|analyzed|depleted|discarded — 8 candidates stripped; promote to reference product]","LIMS Standard, GLP"
clinical,clinical_data,biospecimen,specimen_subtype,specimen_subtype,Specimen Subtype,STRING,,,,,master_data,"Further classification or detail of the specimen type, such as specific tissue origin or blood component. Provides granular categorization for specialized assays.","SNOMED CT, LOINC"
clinical,clinical_data,biospecimen,specimen_type,specimen_type,Specimen Type,STRING,,,,,master_data,Classification of the biological specimen collected. Defines the nature of the sample for processing and analysis requirements. [ENUM-REF-CANDIDATE: blood|serum|plasma|urine|tissue|csf|saliva|bone_marrow|tumor_biopsy — 9 candidates stripped; promote to reference product],"LOINC, SNOMED CT, CDISC SDTM LB Domain"
clinical,clinical_data,biospecimen,storage_temperature,storage_temperature,Storage Temperature,STRING,,,,room_temp|refrigerated|frozen_minus_20|frozen_minus_80|liquid_nitrogen,master_data,"The temperature condition under which the specimen is stored, such as room temperature, refrigerated (2-8°C), frozen at -20°C, frozen at -80°C, or in liquid nitrogen. Critical for specimen stability and assay integrity.","LIMS Standard, GLP, 21 CFR Part 58"
clinical,clinical_data,biospecimen,study_day,study_day,Study Day,INT,,,,,master_data,"The day relative to the reference date (typically first dose or randomization) on which the specimen was collected. Negative values indicate pre-treatment, positive values indicate post-treatment.",CDISC SDTM
clinical,clinical_data,biospecimen,updated_timestamp,updated_timestamp,Updated Timestamp,TIMESTAMP,,,,,master_data,The date and time when this biospecimen record was last modified in the system. Supports audit trail and change tracking for regulatory compliance.,"21 CFR Part 11, ICH GCP E6(R2)"
clinical,clinical_data,biospecimen,volume_collected,volume_collected,Volume Collected,"DECIMAL(10,3)",,,,,master_data,"The quantity of specimen collected, measured in the unit specified in volume_unit. Used to determine sufficiency for planned assays.","LIMS Standard, GLP"
clinical,clinical_data,crf_form,crf_form_id,crf_form_id,Case Report Form (CRF) Form ID,BIGINT,Y,,,,master_data,Unique surrogate identifier for each CRF form definition record in the Medidata Rave electronic data capture system. Primary key for the crf_form data product.,ICH E6(R2) Good Clinical Practice; 21 CFR Part 11
clinical,clinical_data,crf_form,protocol_id,protocol_id,Protocol ID,BIGINT,,clinical.protocol.protocol_id,,,master_data,Reference to the specific trial protocol version under which this CRF form definition was created and approved. Ensures form-to-protocol traceability.,ICH E6(R2) Section 6; FDA 21 CFR Part 312.23
clinical,clinical_data,crf_form,trial_id,trial_id,Clinical Trial ID,BIGINT,,clinical.trial.trial_id,,,master_data,Reference to the clinical trial for which this CRF form definition was designed. Links the instrument definition to its parent study in the CTMS.,ICH E6(R2); 21 CFR Part 312
clinical,clinical_data,crf_form,visit_id,visit_id,Visit ID,BIGINT,,clinical.visit.visit_id,,,master_data,Reference to the scheduled or unscheduled visit with which this CRF form is associated in the study schedule of events. Null for common forms appearing across all visits.,ICH E6(R2); CDISC SDTM TV Domain
clinical,clinical_data,crf_form,annotation_text,annotation_text,Case Report Form (CRF) Annotation Text,STRING,,,,,master_data,"Annotated CRF text describing the SDTM variable mappings, derivation rules, and coding instructions associated with each field on this form. Used by data management and programming teams for SDTM dataset creation.",CDISC SDTM Implementation Guide; FDA Study Data Technical Conformance Guide
clinical,clinical_data,crf_form,approval_status,approval_status,Case Report Form (CRF) Approval Status,STRING,,,,draft|under_review|approved|superseded|retired,master_data,Current lifecycle approval state of the CRF form definition. 'draft' indicates design in progress; 'under_review' indicates pending sponsor/CRO review; 'approved' indicates GCP-compliant sign-off; 'superseded' indicates replaced by a newer version; 'retired' indicates no longer in use.,ICH E6(R2) Section 5.5; 21 CFR Part 11; FDA Guidance on Electronic Source Data
clinical,clinical_data,crf_form,approved_timestamp,approved_timestamp,Case Report Form (CRF) Approval Timestamp,TIMESTAMP,,,,,master_data,Date and time when this CRF form definition received formal GCP-compliant approval. Recorded in ISO 8601 format with timezone offset. Required for audit trail under 21 CFR Part 11.,21 CFR Part 11; ICH E6(R2) Section 5.5; FDA Guidance on Electronic Records
clinical,clinical_data,crf_form,cdash_domain,cdash_domain,Clinical Data Acquisition Standards Harmonization (CDASH) Domain,STRING,,,,^[A-Z]{2}$,master_data,"CDISC CDASH domain code indicating the data collection standard this form adheres to (e.g., 'AE', 'VS', 'CM'). Ensures harmonized data collection aligned with CDASH implementation guides.",CDISC CDASH Implementation Guide v2.0; ICH E6(R2)
clinical,clinical_data,crf_form,completion_instructions,completion_instructions,Case Report Form (CRF) Completion Instructions,STRING,,,,,master_data,"Detailed instructions for site staff on how to complete this CRF form, including definitions, coding conventions, and data source guidance. Embedded in the EDC and printed CRF booklet.",ICH E6(R2) Section 5.18; GCP Guidelines
clinical,clinical_data,crf_form,completion_requirement,completion_requirement,Case Report Form (CRF) Completion Requirement,STRING,,,,mandatory|optional|conditional,master_data,"Specifies whether completion of this CRF form is mandatory for all subjects, optional, or conditional on specific criteria (e.g., only if a prior form field triggers it). Drives data completeness monitoring and query generation.",ICH E6(R2) Section 5.18; CDISC CDASH
clinical,clinical_data,crf_form,created_timestamp,created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,master_data,Date and time when this CRF form definition record was first created in the system. Recorded in ISO 8601 format with timezone offset. Required for audit trail under 21 CFR Part 11 and GCP.,21 CFR Part 11; ICH E6(R2) Section 8; GDPR Article 5
clinical,clinical_data,crf_form,data_entry_mode,data_entry_mode,Data Entry Mode,STRING,,,,single|double|auto,master_data,Specifies the data entry mode configured for this CRF form in Medidata Rave. 'single' requires one entry; 'double' requires independent dual entry for critical data; 'auto' is populated programmatically from device or lab feeds.,21 CFR Part 11; ICH E6(R2) Section 5.18; Medidata Rave Configuration Guide
clinical,clinical_data,crf_form,edit_check_count,edit_check_count,Edit Check Count,INT,,,,,master_data,Total number of programmed edit checks (validation rules) configured for this CRF form in Medidata Rave. Provides a measure of form complexity and data quality control coverage.,CDISC Edit Check Specification; Medidata Rave Study Design
clinical,clinical_data,crf_form,effective_end_date,effective_end_date,Case Report Form (CRF) Effective End Date,DATE,,,,,master_data,Date on which this CRF form version was retired or superseded. Null for currently active versions. Supports version lifecycle management and historical data traceability.,ICH E6(R2); 21 CFR Part 11; FDA Guidance on Electronic Source Data
clinical,clinical_data,crf_form,effective_start_date,effective_start_date,Case Report Form (CRF) Effective Start Date,DATE,,,,,master_data,Date from which this CRF form version is active and available for data entry at investigational sites. Supports version management and ensures sites use the correct form version.,ICH E6(R2); FDA Guidance on Electronic Source Data; Medidata Rave Study Design
clinical,clinical_data,crf_form,field_count,field_count,Case Report Form (CRF) Field Count,INT,,,,,master_data,"Total number of data fields (questions/items) defined on this CRF form. Used for form complexity assessment, site burden estimation, and data management planning.",CDISC CDASH; Medidata Rave Study Design Specification
clinical,clinical_data,crf_form,form_label,form_label,Case Report Form (CRF) Form Label,STRING,,,,,master_data,Short display label for the CRF form used in the EDC user interface and printed CRF booklets. May differ from form_name for brevity in UI contexts.,CDISC CDASH; Medidata Rave Study Design
clinical,clinical_data,crf_form,form_name,form_name,Case Report Form (CRF) Form Name,STRING,,,,,master_data,"Human-readable name of the CRF form as displayed in Medidata Rave and study documentation. Examples: 'Adverse Event Form', 'Vital Signs', 'Concomitant Medications'.",ICH E6(R2); CDISC CDASH
clinical,clinical_data,crf_form,form_oid,form_oid,Case Report Form Object Identifier (OID),STRING,,,,"^[A-Z][A-Z0-9_]{1,63}$",master_data,Unique Object Identifier (OID) for the CRF form as defined in Medidata Rave and conforming to CDISC ODM standards. Used for cross-system referencing and SDTM mapping. Example: 'AE_FORM_V2'.,CDISC ODM 1.3.2; CDISC SDTM Implementation Guide
clinical,clinical_data,crf_form,form_order,form_order,Case Report Form (CRF) Form Order,INT,,,,,master_data,Numeric sequence order of this form within its associated visit or study schedule of events. Determines the display order in the EDC and printed CRF booklet.,CDISC ODM 1.3.2; Medidata Rave Study Design
clinical,clinical_data,crf_form,form_type,form_type,Case Report Form (CRF) Form Type,STRING,,,,scheduled|unscheduled|common|log|repeating,master_data,"Classification of the CRF form by its data collection pattern in Medidata Rave. 'scheduled' forms appear at predefined visits; 'unscheduled' are event-driven; 'common' appear across all visits; 'log' forms capture repeating events (e.g., AE log); 'repeating' forms allow multiple instances per visit.",Medidata Rave Study Design Specification; CDISC CDASH
clinical,clinical_data,crf_form,form_version,form_version,Case Report Form (CRF) Form Version,STRING,,,,^[0-9]+\.[0-9]+(\.[0-9]+)?$,master_data,"Version identifier of the CRF form definition, following semantic versioning (e.g., '1.0', '2.1', '3.0.1'). Tracks design changes over the trial lifecycle and supports audit trail requirements.",ICH E6(R2) Section 8; 21 CFR Part 11; FDA Guidance on Electronic Source Data
clinical,clinical_data,crf_form,is_blinded,is_blinded,Blinded Form Indicator,BOOLEAN,,,,,master_data,"Indicates whether this CRF form contains blinded data (e.g., treatment assignment, randomization code) that must be restricted from unblinded personnel during the trial. Supports GCP-compliant blinding controls.",ICH E9 Statistical Principles; ICH E6(R2) Section 5.5; 21 CFR Part 312
clinical,clinical_data,crf_form,is_repeating,is_repeating,Repeating Form Indicator,BOOLEAN,,,,,master_data,"Indicates whether this CRF form allows multiple instances per subject per visit (e.g., an Adverse Event log form where each AE is a separate instance). Drives EDC configuration in Medidata Rave.",CDISC ODM 1.3.2; Medidata Rave Study Design Specification
clinical,clinical_data,crf_form,is_sdv_required,is_sdv_required,Source Data Verification (SDV) Required Indicator,BOOLEAN,,,,,master_data,"Indicates whether Source Data Verification (SDV) is required for data entered on this CRF form. Critical forms (e.g., primary endpoints, safety data) typically require 100% SDV; others may be risk-based.",ICH E6(R2) Section 5.18.3; FDA Guidance on Risk-Based Monitoring; EMA Reflection Paper on Risk-Based Quality Management
clinical,clinical_data,crf_form,is_signature_required,is_signature_required,Electronic Signature Required Indicator,BOOLEAN,,,,,master_data,"Indicates whether an electronic signature (e-signature) is required on this CRF form by the investigator or site staff upon completion, as mandated by 21 CFR Part 11 and GCP requirements.",21 CFR Part 11; ICH E6(R2) Section 4.9; FDA Guidance on Electronic Records
clinical,clinical_data,crf_form,itt_population_flag,itt_population_flag,Intent-to-Treat (ITT) Population Form Flag,BOOLEAN,,,,,master_data,Indicates whether this CRF form contributes data to the Intent-to-Treat (ITT) analysis population definition. ITT-relevant forms are critical for primary efficacy analysis and regulatory review.,ICH E9 Statistical Principles; ICH E9(R1); FDA Guidance on ITT Principle
clinical,clinical_data,crf_form,modified_timestamp,modified_timestamp,Record Last Modified Timestamp,TIMESTAMP,,,,,master_data,"Date and time when this CRF form definition record was last modified. Recorded in ISO 8601 format with timezone offset. Supports audit trail, change control, and GCP compliance.",21 CFR Part 11; ICH E6(R2) Section 8; GDPR Article 5
clinical,clinical_data,crf_form,primary_endpoint_flag,primary_endpoint_flag,Primary Endpoint Form Flag,BOOLEAN,,,,,master_data,"Indicates whether this CRF form captures data for the trial's primary efficacy or safety endpoint (e.g., ORR, PFS, OS). Primary endpoint forms receive heightened monitoring, SDV, and data review scrutiny.",ICH E9(R1) Statistical Principles; ICH E6(R2); FDA Guidance on Adaptive Designs
clinical,clinical_data,crf_form,rave_form_draft_version,rave_form_draft_version,Medidata Rave Form Draft Version,STRING,,,,,master_data,"The internal Medidata Rave draft version number for this CRF form, distinct from the business version. Tracks incremental design changes within the Rave study build environment prior to promotion to production.",Medidata Rave Study Design Specification; 21 CFR Part 11; CSV Validation
clinical,clinical_data,crf_form,rave_study_name,rave_study_name,Medidata Rave Study Name,STRING,,,,,master_data,"The study name as configured in Medidata Rave EDC system, used to identify the parent study context for this CRF form. Supports cross-referencing between the data lakehouse and the source EDC system.",Medidata Rave Study Design Specification; 21 CFR Part 11
clinical,clinical_data,crf_form,regulatory_submission_flag,regulatory_submission_flag,Regulatory Submission Form Flag,BOOLEAN,,,,,master_data,Indicates whether data collected on this CRF form is included in regulatory submissions (NDA/BLA/MAA/IND). Drives SDTM dataset inclusion and eCTD packaging requirements.,FDA 21 CFR Part 314; EMA Regulation (EC) No 726/2004; ICH M4E; eCTD Specification
clinical,clinical_data,crf_form,safety_form_flag,safety_form_flag,Safety Form Flag,BOOLEAN,,,,,master_data,"Indicates whether this CRF form is designated as a safety-critical form (e.g., Adverse Event, Serious Adverse Event, SUSAR reporting). Safety forms trigger expedited review workflows and pharmacovigilance data feeds.",ICH E2A Clinical Safety Data Management; ICH E6(R2); 21 CFR Part 312.32; EMA GVP Module VI
clinical,clinical_data,crf_form,sdtm_domain,sdtm_domain,Study Data Tabulation Model (SDTM) Domain,STRING,,,,^[A-Z]{2}$,master_data,"Two-letter CDISC SDTM domain code to which this CRF form maps for regulatory submission (e.g., 'AE' for Adverse Events, 'VS' for Vital Signs, 'CM' for Concomitant Medications, 'LB' for Laboratory). Drives SDTM dataset generation for NDA/BLA/MAA submissions.",CDISC SDTM Implementation Guide v3.4; FDA Study Data Technical Conformance Guide; EMA Data Standards
clinical,clinical_data,crf_form,sdv_percentage,sdv_percentage,Source Data Verification (SDV) Percentage,"DECIMAL(5,2)",,,,,master_data,The percentage of data points on this CRF form subject to Source Data Verification (SDV) under the risk-based monitoring plan. Ranges from 0.00 (no SDV) to 100.00 (full SDV). Supports risk-based monitoring strategy.,ICH E6(R2) Section 5.18.3; FDA Guidance on Risk-Based Monitoring
clinical,clinical_data,crf_form,source_system_form_code,source_system_form_code,Source System Form Identifier,STRING,,,,,master_data,Native identifier of this CRF form record in the source EDC system (Medidata Rave). Enables lineage tracing from the Silver Layer back to the operational system of record.,21 CFR Part 11; FDA Guidance on Electronic Source Data; Data Lineage Best Practices
clinical,clinical_data,crf_form,validation_rule_set,validation_rule_set,Case Report Form (CRF) Validation Rule Set,STRING,,,,,master_data,"Identifier or name of the edit check / validation rule set applied to this CRF form in Medidata Rave. References the programmed edit checks that enforce data quality, range checks, and cross-form consistency rules.",CDISC Edit Check Specification; ICH E6(R2) Section 5.18; 21 CFR Part 11
clinical,clinical_data,crf_form,visit_oid,visit_oid,Visit Object Identifier (OID),STRING,,,,,master_data,"CDISC ODM-compliant OID of the study visit to which this form is assigned, as defined in Medidata Rave. Supports cross-system visit-form linkage without requiring a resolved FK at this stage.",CDISC ODM 1.3.2; Medidata Rave Study Design
clinical,clinical_data,lab_result,lab_result_id,lab_result_id,Laboratory Result ID,BIGINT,Y,,,,transactional_data,Unique surrogate identifier for each laboratory test result record in the clinical trial data product. Primary key for the lab_result entity in the Databricks Silver Layer.,21 CFR Part 11; ICH E6(R2) GCP
clinical,clinical_data,lab_result,biospecimen_id,biospecimen_id,Biospecimen Id (Foreign Key),BIGINT,,clinical.biospecimen.biospecimen_id,,,transactional_data,"Foreign key linking to clinical.biospecimen. Business justification: Laboratory results are derived from biological specimens. Both tables have specimen_type, but the authoritative source is biospecimen. Linking lab_result to biospecimen enables traceability from test ",Internal - LLM Generated Cross-Domain Link
clinical,clinical_data,lab_result,clinical_enrollment_id,clinical_enrollment_id,Enrollment Id (Foreign Key),BIGINT,,clinical.clinical_enrollment.clinical_enrollment_id,,,transactional_data,Foreign key linking to clinical.enrollment. Business justification: Laboratory results are collected for enrolled subjects and must be analyzed by treatment arm. Linking lab_result to enrollment enables treatment arm stratification of lab data and filtering by analysi,Internal - LLM Generated Cross-Domain Link
clinical,clinical_data,lab_result,crf_form_id,crf_form_id,Crf Form Id (Foreign Key),BIGINT,,clinical.crf_form.crf_form_id,,,transactional_data,Foreign key linking to clinical.crf_form. Business justification: Laboratory results may be captured via CRF forms (lab CRF) in addition to direct EDC integration from central labs. Linking lab_result to crf_form enables traceability to the data collection instrumen,Internal - LLM Generated Cross-Domain Link
clinical,clinical_data,lab_result,investigational_site_id,investigational_site_id,Investigational Site ID,BIGINT,,clinical.investigational_site.investigational_site_id,,,transactional_data,Reference to the investigational site (clinical site) where the specimen was collected. Used for site-level lab data quality monitoring and GCP compliance oversight.,ICH E6(R2) GCP; 21 CFR Part 312.53
clinical,clinical_data,lab_result,lab_business_partner_id,lab_business_partner_id,Lab Business Partner Id (Foreign Key),BIGINT,,masterdata.business_partner.business_partner_id,,,transactional_data,"Foreign key linking to masterdata.business_partner. Business justification: Central labs are registered business partners in pharma masterdata for vendor qualification, payment, and GLP/GCP audit trails. lab_name and lab_accreditation_number are denormalized plain-text attrib",Internal - LLM Generated Cross-Domain Link
