domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
asset,capital_accounting,capital_project,actual_completion_date,actual_completion_date,Actual Completion Date,DATE,,,,,master_data,Actual date when the capital project completed all construction and commissioning activities.,SAP S/4HANA Project System (PS) - Actual Dates
asset,capital_accounting,capital_project,actual_in_service_date,actual_in_service_date,Actual In-Service Date,DATE,,,,,master_data,Actual date when the asset or infrastructure resulting from the capital project was placed into operational service and began providing utility function.,FERC Uniform System of Accounts - Plant In-Service Date
asset,capital_accounting,capital_project,actual_spend_to_date,actual_spend_to_date,Actual Spend to Date,"DECIMAL(18,2)",,,,,master_data,"Cumulative actual capital expenditure incurred and paid to date for the project, including all invoiced and settled costs.",SAP S/4HANA Project System (PS) - Actual Costs
asset,capital_accounting,capital_project,actual_start_date,actual_start_date,Actual Start Date,DATE,,,,,master_data,Actual date when the capital project execution activities commenced.,SAP S/4HANA Project System (PS) - Actual Dates
asset,capital_accounting,capital_project,approved_capex_budget,approved_capex_budget,Approved Capital Expenditure (CAPEX) Budget,"DECIMAL(18,2)",,,,,master_data,Total capital expenditure budget approved for the project by the appropriate governance authority. Represents the authorized spending limit.,FERC Uniform System of Accounts - Electric Plant Accounts
asset,capital_accounting,capital_project,budget_currency_code,budget_currency_code,Budget Currency Code,STRING,,,,^[A-Z]{3}$,master_data,Three-letter ISO 4217 currency code for all monetary amounts in this capital project record.,ISO 4217 - Currency Codes
asset,capital_accounting,capital_project,capacity_mw,capacity_mw,Capacity (MW),"DECIMAL(12,2)",,,,,master_data,Rated capacity in megawatts for generation or transmission projects. Represents the power handling capability of the infrastructure being built or upgraded.,NERC - Capacity Definitions
asset,capital_accounting,capital_project,committed_spend,committed_spend,Committed Spend,"DECIMAL(18,2)",,,,,master_data,"Total amount of capital expenditure committed through purchase orders, contracts, and other binding obligations, but not yet paid.",SAP S/4HANA Project System (PS) - Commitment Management
asset,capital_accounting,capital_project,contractor_name,contractor_name,Contractor Name,STRING,,,"restricted,pii_identifier",,master_data,Name of the primary contractor or engineering-procurement-construction (EPC) firm executing the capital project.,SAP S/4HANA Materials Management - Vendor Master
asset,capital_accounting,capital_project,cpcn_reference_number,cpcn_reference_number,Certificate of Public Convenience and Necessity (CPCN) Reference Number,STRING,,,,,master_data,Reference number for the Certificate of Public Convenience and Necessity issued by the state Public Utility Commission authorizing the capital project. Required for major utility infrastructure investments.,State Public Utility Commission (PUC) - CPCN Requirements
asset,capital_accounting,capital_project,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when the capital project record was first created in the system.,Data Governance - Audit Trail Standards
asset,capital_accounting,capital_project,depreciation_method,depreciation_method,Depreciation Method,STRING,,,,straight_line|declining_balance|units_of_production|regulatory,master_data,Accounting depreciation method to be applied to the assets resulting from the capital project once placed in service.,FERC Uniform System of Accounts - Depreciation
asset,capital_accounting,capital_project,estimated_useful_life_years,estimated_useful_life_years,Estimated Useful Life (Years),INT,,,,,master_data,"Expected useful life in years for the assets resulting from the capital project, used for depreciation and asset management planning.",FERC Uniform System of Accounts - Asset Life Tables
asset,capital_accounting,capital_project,ferc_reportable_flag,ferc_reportable_flag,Federal Energy Regulatory Commission (FERC) Reportable Flag,BOOLEAN,,,,,master_data,Indicates whether the capital project must be reported to FERC for regulatory oversight and rate case proceedings.,FERC - Reporting Requirements
asset,capital_accounting,capital_project,funding_source,funding_source,Funding Source,STRING,,,,internal_cash|debt_financing|equity|grants|customer_contributions|rate_recovery,master_data,"Primary source of capital funding for the project: internal cash reserves, debt financing, equity issuance, government grants, customer contributions, or rate recovery mechanisms.",Utility Financial Planning Standards
asset,capital_accounting,capital_project,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when the capital project record was last updated or modified.,Data Governance - Audit Trail Standards
asset,capital_accounting,capital_project,nerc_compliance_flag,nerc_compliance_flag,North American Electric Reliability Corporation (NERC) Compliance Flag,BOOLEAN,,,,,master_data,Indicates whether the capital project is subject to NERC reliability standards and compliance requirements.,NERC - Reliability Standards
asset,capital_accounting,capital_project,planned_completion_date,planned_completion_date,Planned Completion Date,DATE,,,,,master_data,Target date for the capital project to complete all construction and commissioning activities.,SAP S/4HANA Project System (PS) - Planned Dates
asset,capital_accounting,capital_project,planned_in_service_date,planned_in_service_date,Planned In-Service Date,DATE,,,,,master_data,Target date for the asset or infrastructure resulting from the capital project to be placed into operational service.,FERC Uniform System of Accounts - Plant In-Service Date
asset,capital_accounting,capital_project,planned_start_date,planned_start_date,Planned Start Date,DATE,,,,,master_data,Planned date for the capital project to commence execution activities.,SAP S/4HANA Project System (PS) - Planned Dates
asset,capital_accounting,capital_project,project_asset,project_asset,,BIGINT,,,,,master_data,FK to asset.asset_registry.asset_registry_id — Capital projects create or refurbish assets. The link from project to resulting asset(s) is required for CAPEX-to-RAB traceability and commissioning workflows.,
asset,capital_accounting,capital_project,project_category,project_category,Project Category,STRING,,,,,master_data,"High-level asset category that the capital project targets: generation units, transmission infrastructure, distribution network, substation equipment, facilities, fleet vehicles, or IT infrastructure. [ENUM-REF-CANDIDATE: generation|transmission|distribution|substation|facilities|fleet|it_infrastructure — 7 candidates stripped; promote to reference product]",Utility Asset Management Best Practices
asset,capital_accounting,capital_project,project_closeout_date,project_closeout_date,Project Closeout Date,DATE,,,,,master_data,"Date when the capital project was formally closed out, including final cost reconciliation, asset capitalization, and administrative closure.",SAP S/4HANA Project System (PS) - Project Closeout
asset,capital_accounting,capital_project,project_description,project_description,Project Description,STRING,,,,,master_data,"Detailed narrative description of the capital project scope, objectives, deliverables, and expected benefits.",SAP S/4HANA Project System (PS) - Long Text
asset,capital_accounting,capital_project,project_justification,project_justification,Project Justification,STRING,,,,,master_data,"Primary business driver or justification for the capital project: reliability improvement, capacity expansion, regulatory compliance, safety enhancement, operational efficiency, customer service improvement, or environmental requirement. [ENUM-REF-CANDIDATE: reliability|capacity|compliance|safety|efficiency|customer_service|environmental — 7 candidates stripped; promote to reference product]",Utility Integrated Resource Plan (IRP) - Project Justification
asset,capital_accounting,capital_project,project_name,project_name,Project Name,STRING,,,,,master_data,Human-readable name or title of the capital project describing its purpose and scope.,SAP S/4HANA Project System (PS) - Project Description
asset,capital_accounting,capital_project,project_number,project_number,Project Number,STRING,,,,"^[A-Z0-9]{8,20}$",master_data,"Externally-known unique business identifier for the capital project, typically assigned by the ERP system. Used for cross-system reference and reporting.",SAP S/4HANA Project System (PS) - Project Number
asset,capital_accounting,capital_project,project_phase,project_phase,Project Phase,STRING,,,,feasibility|design|procurement|construction|commissioning|closeout,master_data,Current execution phase of the capital project within the project delivery lifecycle.,Project Management Institute (PMI) - Project Lifecycle
asset,capital_accounting,capital_project,project_priority,project_priority,Project Priority,STRING,,,,critical|high|medium|low,master_data,Business priority level assigned to the capital project for resource allocation and scheduling decisions.,Utility Capital Planning Best Practices
asset,capital_accounting,capital_project,project_status,project_status,Project Status,STRING,,,,,master_data,Current lifecycle status of the capital project indicating its phase in the project delivery workflow. [ENUM-REF-CANDIDATE: feasibility|design|approved|procurement|construction|commissioning|closeout|cancelled|on_hold — 9 candidates stripped; promote to reference product],SAP S/4HANA Project System (PS) - Project Status
asset,capital_accounting,capital_project,project_type,project_type,Project Type,STRING,,,,new_build|replacement|upgrade|refurbishment|compliance|augmentation,master_data,"Classification of the capital project by its primary purpose: new asset construction, asset replacement, system upgrade, major refurbishment, regulatory compliance, or network augmentation.",Utility Asset Management Best Practices
asset,capital_accounting,capital_project,rab_allocation_percentage,rab_allocation_percentage,Regulatory Asset Base (RAB) Allocation Percentage,"DECIMAL(5,2)",,,,,master_data,Percentage of the project capital expenditure that is eligible for inclusion in the Regulatory Asset Base. May be less than 100% if only portions are rate-recoverable.,State Public Utility Commission (PUC) - Rate Base Treatment
asset,capital_accounting,capital_project,rab_eligible_flag,rab_eligible_flag,Regulatory Asset Base (RAB) Eligible Flag,BOOLEAN,,,,,master_data,Indicates whether the capital expenditure from this project is eligible for inclusion in the Regulatory Asset Base for rate recovery purposes.,State Public Utility Commission (PUC) - Rate Base Treatment
asset,capital_accounting,capital_project,risk_level,risk_level,Risk Level,STRING,,,,low|medium|high|critical,master_data,"Overall risk assessment level for the capital project considering technical, financial, regulatory, and execution risks.",Project Management Institute (PMI) - Risk Management
asset,capital_accounting,capital_project,service_territory,service_territory,Service Territory,STRING,,,,,master_data,Geographic service territory or region where the capital project assets will be located and provide utility service.,Utility Service Territory Definitions
asset,capital_accounting,capital_project,source_system_code,source_system_code,Source System Code,STRING,,,,SAP_PS|VENTYX|S4HANA|MANUAL,master_data,"Code identifying the source system from which the capital project record originated: SAP Project System, Ventyx Asset Suite, SAP S/4HANA, or manual entry.",Enterprise System Integration Standards
asset,capital_accounting,capital_project,source_system_record_code,source_system_record_code,Source System Record ID,STRING,,,,,master_data,"Unique identifier for the capital project record in the source system, used for data lineage and reconciliation.",Data Integration Standards
asset,capital_accounting,capital_project,sponsoring_business_unit,sponsoring_business_unit,Sponsoring Business Unit,STRING,,,,,master_data,"The business unit or division that owns and sponsors the capital project, responsible for funding and business case justification.",Organizational Hierarchy Standards
asset,capital_accounting,capital_project,to_asset,to_asset,,BIGINT,,,,,master_data,FK to asset.asset_registry.asset_registry_id — Capital projects create or refurbish assets. The FK links project spend to the resulting asset for RAB capitalization and commissioning tracking.,
asset,capital_accounting,capital_project,variance_to_budget,variance_to_budget,Variance to Budget,"DECIMAL(18,2)",,,,,master_data,"Calculated variance between actual spend to date and approved CAPEX budget. Positive values indicate over-budget, negative values indicate under-budget.",Project Cost Control Best Practices
asset,capital_accounting,capital_project,voltage_level_kv,voltage_level_kv,Voltage Level (kV),"DECIMAL(10,2)",,,,,master_data,"Primary voltage level in kilovolts for electrical infrastructure projects. Applicable to transmission, distribution, and substation projects.",IEEE Standards - Voltage Classifications
asset,capital_accounting,depreciation_schedule,depreciation_schedule_id,depreciation_schedule_id,Depreciation Schedule ID,BIGINT,Y,,,,master_data,Unique identifier for the depreciation schedule record. Primary key for the depreciation schedule entity.,SAP S/4HANA Fixed Asset Accounting (FI-AA)
asset,capital_accounting,depreciation_schedule,capital_project_id,capital_project_id,Capital Project Id (Foreign Key),BIGINT,,asset.capital_project.capital_project_id,,,master_data,"Foreign key linking to asset.capital_project. Business justification: When a capital project completes and an asset is placed in service, a depreciation schedule is created for that asset. Linking depreciation_schedule.capital_project_id → capital_project.capital_projec",Internal - LLM Generated Cross-Domain Link
asset,capital_accounting,depreciation_schedule,primary_depreciation_asset_class_id,primary_depreciation_asset_class_id,,BIGINT,,asset.class.class_id,,,master_data,FK to asset.asset_class.asset_class_id — Depreciation methods and useful life defaults are driven by asset class. This FK enables class-level depreciation policy inheritance.,
asset,capital_accounting,depreciation_schedule,primary_depreciation_asset_registry_id,primary_depreciation_asset_registry_id,,BIGINT,,asset.registry.registry_id,,,master_data,"FK to asset.asset_registry.asset_registry_id — Depreciation schedules are defined per asset. Without this FK, depreciation charges cannot be allocated to specific assets for RAB valuation and financial reporting.",
asset,capital_accounting,depreciation_schedule,accounting_period,accounting_period,Accounting Period,INT,,,,,master_data,Accounting period (month) within the fiscal year to which this depreciation schedule record applies. Typically 1-12.,SAP S/4HANA Financial Accounting (FI)
asset,capital_accounting,depreciation_schedule,accumulated_depreciation,accumulated_depreciation,Accumulated Depreciation,"DECIMAL(18,2)",,,,,master_data,Total depreciation expense recognized to date since the asset was placed in service. Increases each period by the depreciation charge.,GAAP ASC 360; SAP S/4HANA Fixed Asset Accounting (FI-AA)
asset,capital_accounting,depreciation_schedule,accumulated_depreciation_gl_account_code,accumulated_depreciation_gl_account_code,Accumulated Depreciation General Ledger (GL) Account Code,STRING,,,,,master_data,General ledger account code for the accumulated depreciation contra-asset account on the balance sheet.,SAP S/4HANA Financial Accounting (FI); GAAP ASC 360
asset,capital_accounting,depreciation_schedule,acquisition_date,acquisition_date,Acquisition Date,DATE,,,,,master_data,Date the asset was acquired or placed in service. Marks the start of the depreciation period.,SAP S/4HANA Fixed Asset Accounting (FI-AA); GAAP ASC 360
asset,capital_accounting,depreciation_schedule,annual_depreciation_charge,annual_depreciation_charge,Annual Depreciation Charge,"DECIMAL(18,2)",,,,,master_data,Annual depreciation expense allocated to the asset under the selected depreciation method. For straight-line: depreciable base divided by useful life years.,GAAP ASC 360; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,business_area_code,business_area_code,Business Area Code,STRING,,,,,master_data,"Business area or operating segment (e.g., generation, transmission, distribution, retail) to which this asset and its depreciation expense are allocated.",SAP S/4HANA Financial Accounting (FI); FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,capex_opex_classification,capex_opex_classification,Capital Expenditure (CAPEX) / Operational Expenditure (OPEX) Classification,STRING,,,,capex|opex,master_data,Classification of the asset as capital expenditure (CAPEX) or operational expenditure (OPEX) for financial planning and regulatory reporting purposes. CAPEX assets are capitalized and depreciated; OPEX items are expensed immediately.,GAAP ASC 360; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,company_code,company_code,Company Code,STRING,,,,,master_data,Company code or legal entity to which this depreciation schedule belongs. Supports multi-entity utility holding companies.,SAP S/4HANA Organizational Structure
asset,capital_accounting,depreciation_schedule,cost_center_code,cost_center_code,Cost Center Code,STRING,,,,,master_data,Cost center to which depreciation expense is allocated for internal management accounting and OPEX tracking.,SAP S/4HANA Controlling (CO)
asset,capital_accounting,depreciation_schedule,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this depreciation schedule record was first created in the source system.,SOX Section 404 Internal Controls; SAP S/4HANA Audit Trail
asset,capital_accounting,depreciation_schedule,currency_code,currency_code,Currency Code,STRING,,,,^[A-Z]{3}$,master_data,"Three-letter ISO 4217 currency code for all monetary amounts in this depreciation schedule (e.g., USD, EUR, GBP).",ISO 4217 Currency Codes
asset,capital_accounting,depreciation_schedule,depreciable_base,depreciable_base,Depreciable Base,"DECIMAL(18,2)",,,,,master_data,"Amount subject to depreciation, calculated as original cost minus salvage value. Used as the basis for annual depreciation charge calculation.",GAAP ASC 360
asset,capital_accounting,depreciation_schedule,depreciation_area_code,depreciation_area_code,Depreciation Area Code,STRING,,,,,master_data,"Code identifying the depreciation area or ledger (e.g., book depreciation, tax depreciation, regulatory depreciation) to which this schedule applies. Utilities often maintain parallel depreciation schedules for different reporting purposes.",SAP S/4HANA Fixed Asset Accounting (FI-AA)
asset,capital_accounting,depreciation_schedule,depreciation_asset,depreciation_asset,,BIGINT,,,,,master_data,FK to asset.asset_registry.asset_registry_id — Depreciation schedules must reference the asset being depreciated. Required for RAB valuation and financial reporting.,
asset,capital_accounting,depreciation_schedule,depreciation_end_date,depreciation_end_date,Depreciation End Date,DATE,,,,,master_data,"Date on which depreciation calculation ends for this asset. Typically the date the asset is fully depreciated, retired, or disposed of.",GAAP ASC 360; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,depreciation_method,depreciation_method,Depreciation Method,STRING,,,,straight_line|declining_balance|units_of_production|sum_of_years_digits|regulatory_composite,master_data,Method used to calculate depreciation expense over the asset's useful life. Straight-line is most common for utility assets; units of production may be used for generation equipment; regulatory composite may be mandated by PUC for rate-regulated assets.,GAAP ASC 360 Property Plant and Equipment; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,depreciation_start_date,depreciation_start_date,Depreciation Start Date,DATE,,,,,master_data,Date on which depreciation calculation begins for this asset. Typically the placed-in-service date or the first day of the following month.,GAAP ASC 360; IRS Publication 946
asset,capital_accounting,depreciation_schedule,depreciation_status,depreciation_status,Depreciation Status,STRING,,,,active|fully_depreciated|suspended|retired|disposed,master_data,Current status of the depreciation schedule. Active indicates ongoing depreciation; fully depreciated indicates the asset has reached its salvage value; suspended indicates temporary halt; retired/disposed indicates asset is no longer in service.,SAP S/4HANA Fixed Asset Accounting (FI-AA)
asset,capital_accounting,depreciation_schedule,depreciation_to_asset,depreciation_to_asset,,BIGINT,,,,,master_data,"FK to asset.asset_registry.asset_registry_id — Each depreciation schedule is assigned to a specific asset for financial reporting, RAB valuation, and SOX compliance. This is a mandatory FK for fixed asset accounting.",
asset,capital_accounting,depreciation_schedule,fiscal_year,fiscal_year,Fiscal Year,INT,,,,,master_data,Fiscal year to which this depreciation schedule record applies. Enables year-over-year tracking of depreciation expense and accumulated depreciation.,GAAP ASC 360; SOX Section 404
asset,capital_accounting,depreciation_schedule,functional_area_code,functional_area_code,Functional Area Code,STRING,,,,,master_data,"Functional area (e.g., operations, maintenance, administration) to which depreciation expense is allocated for cost analysis.",SAP S/4HANA Controlling (CO)
asset,capital_accounting,depreciation_schedule,gl_account_code,gl_account_code,General Ledger (GL) Account Code,STRING,,,,,master_data,General ledger account code to which depreciation expense is posted. Typically a depreciation expense account in the income statement.,SAP S/4HANA Financial Accounting (FI); FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,impairment_indicator_flag,impairment_indicator_flag,Impairment Indicator Flag,BOOLEAN,,,,,master_data,Indicates whether the asset has been identified as potentially impaired (carrying value may exceed recoverable amount). Triggers impairment testing under GAAP ASC 360.,GAAP ASC 360-10-35 Impairment
asset,capital_accounting,depreciation_schedule,last_depreciation_run_date,last_depreciation_run_date,Last Depreciation Run Date,DATE,,,,,master_data,Date of the most recent depreciation calculation run for this asset. Used to track depreciation processing and ensure timely financial close.,SAP S/4HANA Fixed Asset Accounting (FI-AA)
asset,capital_accounting,depreciation_schedule,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,master_data,Timestamp when this depreciation schedule record was last modified in the source system.,SOX Section 404 Internal Controls; SAP S/4HANA Audit Trail
asset,capital_accounting,depreciation_schedule,net_book_value,net_book_value,Net Book Value (NBV),"DECIMAL(18,2)",,,,,master_data,"Current carrying value of the asset on the balance sheet, calculated as original cost minus accumulated depreciation. Also known as book value or carrying amount.",GAAP ASC 360; SOX Section 404 Internal Controls
asset,capital_accounting,depreciation_schedule,notes,notes,Depreciation Schedule Notes,STRING,,,,,master_data,"Free-text notes or comments regarding this depreciation schedule, including adjustments, regulatory guidance, or special circumstances.",Internal Documentation Standards
asset,capital_accounting,depreciation_schedule,original_cost,original_cost,Original Cost,"DECIMAL(18,2)",,,,,master_data,"Original acquisition or construction cost of the asset, including capitalized installation, engineering, and AFUDC (Allowance for Funds Used During Construction). Basis for depreciation calculation.",GAAP ASC 360; FERC Uniform System of Accounts Part 101
asset,capital_accounting,depreciation_schedule,placed_in_service_date,placed_in_service_date,Placed in Service Date,DATE,,,,,master_data,Date the asset was placed into operational service and began generating revenue or providing utility function. Depreciation typically begins on this date.,FERC Uniform System of Accounts; IRS Publication 946
asset,capital_accounting,depreciation_schedule,rab_depreciation_treatment,rab_depreciation_treatment,Regulatory Asset Base (RAB) Depreciation Treatment,STRING,,,"restricted,pii",included|excluded|deferred|accelerated|regulatory_lag,master_data,Treatment of this asset's depreciation in the Regulatory Asset Base (RAB) for rate-making purposes. Determines whether depreciation expense is recoverable through customer rates.,PUC Rate Case Orders; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,rab_inclusion_flag,rab_inclusion_flag,Regulatory Asset Base (RAB) Inclusion Flag,BOOLEAN,,,,,master_data,Indicates whether this asset is included in the Regulatory Asset Base (RAB) for rate-making purposes. True if included; false if excluded.,PUC Rate Case Orders; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,regulatory_depreciation_rate_percent,regulatory_depreciation_rate_percent,Regulatory Depreciation Rate (Percent),"DECIMAL(7,4)",,,,,master_data,Depreciation rate (as a percentage of original cost) approved by the Public Utility Commission (PUC) for rate-making purposes. May differ from book depreciation rate.,PUC Rate Case Orders; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,remaining_useful_life_years,remaining_useful_life_years,Remaining Useful Life (Years),"DECIMAL(5,2)",,,,,master_data,Estimated remaining useful life of the asset in years as of the current reporting period. Calculated as original useful life minus elapsed time since placed in service.,GAAP ASC 360; PUC Depreciation Study Guidelines
asset,capital_accounting,depreciation_schedule,salvage_value,salvage_value,Salvage Value,"DECIMAL(18,2)",,,,,master_data,Estimated residual value of the asset at the end of its useful life. Subtracted from original cost to determine depreciable base.,GAAP ASC 360; FERC Uniform System of Accounts
asset,capital_accounting,depreciation_schedule,source_system_code,source_system_code,Source System Code,STRING,,,,,master_data,"Code identifying the source system from which this depreciation schedule record originated (e.g., SAP_S4HANA, VENTYX_ASSET_SUITE).",Enterprise Data Integration Standards
asset,capital_accounting,depreciation_schedule,source_system_record_code,source_system_record_code,Source System Record ID,STRING,,,,,master_data,Unique identifier of this depreciation schedule record in the source system. Enables traceability and reconciliation.,Enterprise Data Integration Standards
asset,capital_accounting,depreciation_schedule,tax_depreciation_method,tax_depreciation_method,Tax Depreciation Method,STRING,,,,macrs|straight_line|declining_balance|bonus_depreciation|section_179,master_data,Depreciation method used for tax reporting purposes. May differ from book depreciation method. MACRS (Modified Accelerated Cost Recovery System) is common in the US.,IRS Publication 946; IRC Section 168
asset,capital_accounting,depreciation_schedule,tax_useful_life_years,tax_useful_life_years,Tax Useful Life (Years),"DECIMAL(5,2)",,,,,master_data,"Useful life of the asset for tax depreciation purposes, as defined by tax regulations. May differ from book useful life.",IRS Publication 946; IRC Section 168
asset,capital_accounting,depreciation_schedule,useful_life_years,useful_life_years,Useful Life (Years),"DECIMAL(5,2)",,,,,master_data,"Expected useful life of the asset in years, as determined by engineering assessment and regulatory guidance. Used to calculate annual depreciation charge under straight-line or declining balance methods.",GAAP ASC 360; FERC Uniform System of Accounts; PUC Depreciation Study Guidelines
asset,capital_accounting,valuation,valuation_id,valuation_id,Asset Valuation ID,BIGINT,Y,,,,transactional_data,Unique identifier for the asset valuation record. Primary key for the asset valuation entity.,Internal Data Management Standard
asset,capital_accounting,valuation,rate_case_id,rate_case_id,Rate Case Id (Foreign Key),BIGINT,,compliance.rate_case.rate_case_id,,,transactional_data,"Foreign key linking to compliance.rate_case. Business justification: Asset valuations (RAB, ODRC, fair market value) are submitted in rate case filings to justify rate base and depreciation rates. Utilities must link valuation records to specific rate case dockets for ",Internal - LLM Generated Cross-Domain Link
asset,capital_accounting,valuation,registry_id,registry_id,Asset ID,BIGINT,,asset.registry.registry_id,,,transactional_data,"Reference to the utility asset being valued (generation unit, transmission tower, distribution pole, transformer, switchgear, protection relay, substation equipment, fleet vehicle, or facility).",Ventyx Asset Suite - Asset Registry
asset,capital_accounting,valuation,accumulated_depreciation,accumulated_depreciation,Accumulated Depreciation,"DECIMAL(18,2)",,,,,transactional_data,The total depreciation accumulated on the asset from its in-service date to the valuation date. Calculated based on approved depreciation rates and asset age.,FERC Uniform System of Accounts - Depreciation
asset,capital_accounting,valuation,appraiser_certification_number,appraiser_certification_number,Appraiser Certification Number,STRING,,,,,transactional_data,"Professional certification or license number of the appraiser, demonstrating qualifications to perform utility asset valuations. Required for regulatory acceptance.",Professional Appraisal Certification Standards
asset,capital_accounting,valuation,appraiser_name,appraiser_name,Appraiser Name,STRING,,,,,transactional_data,Name of the individual or firm that performed the valuation. Required for independent appraisals and regulatory submissions.,Professional Appraisal Standards
asset,capital_accounting,valuation,approval_timestamp,approval_timestamp,Approval Timestamp,TIMESTAMP,,,,,transactional_data,Date and time when this valuation was formally approved for use in regulatory filings or financial reporting.,Internal Audit and Governance Standard
asset,capital_accounting,valuation,basis,basis,Valuation Basis,STRING,,,,independent_appraisal|internal_estimate|regulatory_formula|indexed_cost|engineering_assessment|third_party_valuation,transactional_data,"The source or basis for the valuation: independent appraisal (external certified appraiser), internal estimate (utility staff assessment), regulatory formula (PUC-prescribed calculation), indexed cost (inflation-adjusted historical cost), engineering assessment (technical evaluation), or third party valuation (consultant report).",Asset Valuation Governance Policy
asset,capital_accounting,valuation,condition_assessment_score,condition_assessment_score,Condition Assessment Score,"DECIMAL(5,2)",,,,,transactional_data,"Numerical score representing the physical condition of the asset at the valuation date, typically on a scale of 1-10 or 1-100. Influences depreciation adjustments and replacement prioritization.",Ventyx Asset Suite - Condition Monitoring
asset,capital_accounting,valuation,created_timestamp,created_timestamp,Created Timestamp,TIMESTAMP,,,,,transactional_data,Date and time when this valuation record was first created in the system. Part of audit trail for data lineage.,Data Governance Standard - Audit Trail
